objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories
498,88329331,1319,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,498,160093000,Apartments over 20 units,1958,5716,8,3
499,88609343,1321,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,499,160100000,Apartments over 20 units,1971,38464,8,4
500,91339447,1341,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,500,160101000,Apartments 1-10 units,1984,13113,8,3
514,695822450,107,7,APT,W,WATER,ST,NA,22902,R,emerickr,2014-10-16T20:05:42.000Z,514,160124000,Apartments 1-10 units,1952,3268,8,2
540,1465419528,184,NA,NA,NA,BROOKWOOD,DR,NA,22902,R,NA,NA,540,170074000,Restaurant,1925,3720,12,1
541,583916582,703,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,541,170074000,Restaurant,1925,738,12,1
542,58688158,709,NA,NA,NA,GROVE,AVE,NA,22902,R,NA,NA,542,170074000,Restaurant,1925,3720,12,1
543,588016607,708,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,543,170074000,Restaurant,1925,738,12,1
544,59098173,809,NA,NA,NA,MOORE,AVE,NA,22902,R,NA,NA,544,170075000,Restaurant,1920,1344,12,1
545,595716676,810,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,545,170077000,Apartments 1-10 units,1992,6714,8,3
546,59508189,705,NA,NA,NA,GROVE,AVE,NA,22902,R,NA,NA,546,170077000,Apartments 1-10 units,1992,2304,8,4
547,543216139,302,NA,NA,NA,10 1/2,ST,NW,22903,R,NA,NA,547,170077000,Apartments 1-10 units,1992,2266,8,2
548,617116859,400,NA,NA,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,548,170079000,Apartments 1-10 units,1990,7581,8,3
551,95972222,123,NA,NA,NA,SUMMIT,ST,NA,22903,R,NA,NA,551,170088000,Restaurant,1920,2787,12,1
552,120665130,106,NA,NA,NA,GREENWICH,CT,NA,22902,R,NA,NA,552,170091000,Apartments 11-20 Units,1992,11662,8,3
553,6649100,210,NA,NA,NA,2ND,ST,NE,22902,I,NA,NA,553,170091000,Apartments 11-20 Units,1992,11662,8,3
554,86289206,209,NA,NA,NA,16TH,ST,NE,22902,R,NA,NA,554,170091200,Apartments 1-10 units,1992,3030,8,2
555,87349270,1343,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,555,170091200,Apartments 1-10 units,1992,13,8,1
556,87699245,1328,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,556,170092000,Office Building,2009,7522,10,2
557,88779293,1405,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,557,170092000,Office Building,2009,5128,20,1
558,6598106,206,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,558,170092000,Office Building,2009,12486,10,2
559,83029015,1126,NA,NA,E,MARKET,ST,NA,22902,NA,NA,NA,559,170093000,Apartments over 20 units,1963,11508,8,2
560,83259025,1128,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,560,170093100,Apartments 11-20 Units,1963,12990,8,3
561,1467517418,936,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,561,170093200,Apartments 11-20 Units,1964,12990,8,3
562,183012165,1644,NA,NA,NA,OXFORD,RD,NA,22903,R,NA,NA,562,170093300,Apartments 11-20 Units,1963,8660,8,2
563,356314176,1707,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,563,170103100,Apartments 1-10 units,1957,5460,8,2
564,356414250,123,NA,NA,NA,BOLLINGWOOD,RD,NA,22903,R,NA,NA,564,170104000,Apartments 11-20 Units,1900,3753,8,1
567,112274127,1125,NA,NA,NA,LEONARD,ST,NA,22902,R,NA,NA,567,170104000,Apartments 11-20 Units,1900,7701,8,3
970,69888562,808,A,#,E,JEFFERSON,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50436,310101000,Storage Warehouse,1947,10362,12,2
973,83479026,110,C,#,NA,GOODMAN,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50437,310156000,Mixed Retail w/Res Units,1920,7260,12,2
568,113524384,1400,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,568,170117000,Dormitory,1992,44380,10,4
569,92711918,110,NA,NA,NA,STRATFORD,CT,NA,22903,R,NA,NA,569,170117000,Dormitory,1992,26175,10,1
570,92761931,1511,NA,NA,NA,BROAD,AVE,NA,22903,R,NA,NA,570,17A012000,Market,1989,3539,19,1
571,93791996,2224,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,571,17A014000,Fire Station (staff),0,25906,12,3
572,612416822,520,NA,NA,NA,8TH,ST,NE,22902,R,NA,NA,572,180038000,Church,1963,2818,12,1
573,431715039,1951,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,573,180038000,Church,1963,4580,12,2
596,102169753,313,NA,NA,NA,STEEPHILL,ST,NA,22902,R,NA,NA,596,21B003000,Motel,2002,39000,10,3
597,62348291,1412,NA,NA,NA,HAZEL,ST,NA,22902,R,NA,NA,597,21B003A00,Commercial,1997,6000,10,1
598,62438286,1429,NA,NA,NA,HAZEL,ST,NA,22902,NA,NA,NA,598,21B004000,Motel,2001,14959,10,2
599,247113014,903,NA,NA,NA,LOCUST,LN,NA,22901,R,NA,NA,599,21B004100,Neighborhood Shopping Ctr.,1984,35552,12,1
600,620016878,1213,NA,NA,W,MAIN,ST,NA,22903,NA,emerickr,2014-10-16T20:05:42.000Z,600,21B004200,Office Building,1986,23750,14,1
601,7410462,728,NA,NA,NA,NALLE,ST,NA,22903,R,NA,NA,601,21B004400,Bank,1988,2160,12,1
602,7421457,315,NA,NA,NA,7TH,ST,SW,22903,I,NA,NA,602,21B004500,Office Building,1992,4032,12,1
603,83991287,519,NA,NA,NA,7 1/2,ST,SW,22903,R,NA,NA,603,21B004600,Commercial,1999,7029,10,2.5
604,48610392,1642,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,604,21B004600,Commercial,1999,917,10,2
605,48910396,1716,NA,NA,NA,ESSEX,RD,NA,22901,R,NA,NA,605,21B004700,"Motel Rm 2 Sty, Double Row",1999,14059,10,2
611,555416237,530,NA,NA,NA,1ST,ST,N ,22902,R,NA,NA,611,220064100,Group Care Home,1994,3286,12,1
614,99432503,1030,NA,NA,NA,CARLTON,AVE,NA,22902,R,NA,NA,614,22A002000,Armory,1958,4316,12,1
615,101292679,900,NA,NA,NA,BELMONT,AVE,NA,22902,R,NA,NA,615,22B179000,Apartments 11-20 Units,0,NA,NA,NA
618,1502918391,515,NA,NA,NA,HANOVER,ST,NA,22903,R,NA,NA,618,230055000,Apartments 1-10 units,1981,2208,8,2
619,455815289,415,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,619,230055000,Apartments 1-10 units,1981,691,8,1
620,114624480,816,NA,NA,NA,PROSPECT,AVE,NA,22903,R,NA,NA,620,230056000,Apartments 1-10 units,1981,2208,8,2
621,122975496,716,NA,NA,NA,STONEHENGE,AVE,NA,22902,R,NA,NA,621,230056000,Apartments 1-10 units,1981,691,8,1
622,1416117403,209,NA,NA,NA,HUNTLEY,AVE,NA,22903,R,NA,NA,622,230183000,Apartments 1-10 units,1991,2200,8,2
623,96212220,107,NA,NA,NA,BURNET,ST,NA,22902,R,NA,NA,623,230183000,Apartments 1-10 units,1991,600,8,1
624,107903524,800,NA,NA,NA,MERIDIAN,ST,NA,22902,R,NA,NA,624,230192000,Elementary Sch (Entire),1965,23730,12,1
625,652683,255,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,625,230192000,Elementary Sch (Entire),1965,28516,12,1
633,392514600,317,NA,NA,NA,KENT,RD,NA,22903,R,NA,NA,633,250008000,Church,1990,3746,12,1
634,436315118,1943,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,634,250008000,Church,1990,3450,12,1
635,278913392,1011,NA,NA,NA,BIRDWOOD,RD,NA,22903,R,NA,NA,635,250037000,Apartments 1-10 units,1973,1952,8,2
636,292013516,132,NA,NA,NA,WESTWOOD,CIR,NA,22903,R,NA,NA,636,250056100,Apartments 1-10 units,NA,NA,NA,NA
637,302713616,103,NA,NA,NA,WESTWOOD,CIR,NA,22903,R,NA,NA,637,250064000,Apartments 1-10 units,1925,1524,8,2
638,303113610,117,NA,NA,NA,WESTWOOD,CIR,NA,22903,R,NA,NA,638,250064000,Apartments 1-10 units,1925,438,8,1
651,88281574,1403,NA,NA,NA,BAKER,ST,NA,22903,R,NA,NA,651,260097C00,Storage Warehouse,1940,4292,14,1
652,67768489,707,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,652,260097D00,Storage Warehouse,1940,4588,14,1
653,92510976,1282,NA,NA,NA,KENWOOD,LN,NA,22901,R,NA,NA,653,260115000,Apartments over 20 units,1980,64430,10,2
654,93010994,1407,NA,NA,NA,LEHIGH,CIR,NA,22901,R,NA,NA,654,270011100,Service Repair Garage,1964,4098,12,1
655,98111050,1291,NA,NA,NA,KENWOOD,LN,NA,22901,R,NA,NA,655,270013100,Office Building,1966,1440,12,1
656,102911105,1306,NA,NA,NA,LESTER,DR,NA,22901,R,NA,NA,656,270014000,Commercial,1925,2042,8,2
657,107111155,1307,NA,NA,NA,CARTER,LN,NA,22901,R,NA,NA,657,270014000,Commercial,1925,984,10,1
658,107311159,1708,NA,NA,NA,GALLOWAY,DR,NA,22901,R,NA,NA,658,270019000,Apartments over 20 units,1980,6588,10,2
659,70148583,913,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,659,270019000,Apartments over 20 units,1980,6588,10,2
660,65198410,1115,NA,NA,E,HIGH,ST,NA,22902,R,NA,NA,660,270019000,Apartments over 20 units,1980,6588,10,2
664,87279222,208,NA,NA,NA,DOUGLAS,AVE,NA,22902,R,NA,NA,664,270019000,Apartments over 20 units,1980,6588,10,2
667,105683280,719,NA,NA,NA,BLENHEIM,AVE,NA,22902,R,NA,NA,667,270091000,Commercial,2003,8687,20,1
668,105713242,604,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,668,270091A00,Multiple Commercial Use,2000,9784,10,1
669,106613400,811,NA,NA,NA,BLENHEIM,AVE,NA,22902,R,NA,NA,669,280001000,Skating Rink,1995,20211,37,1
681,117484894,1404,B,APT,NA,VINE,ST,NA,22902,R,NA,NA,681,280019000,Mixed Retail w/Res Units,2000,64000,14,5
685,67608481,406,NA,NA,NA,11TH,ST,NE,22902,R,NA,NA,685,280021000,Retail Store,1950,2698,10,2
686,68128508,400,NA,NA,NA,10TH,ST,NE,22902,NA,NA,NA,686,280022000,Mixed Retail w/Res Units,1920,2261,10,1
687,69958579,1140,NA,NA,NA,MERIWETHER,ST,NA,22902,R,NA,NA,687,280022000,Mixed Retail w/Res Units,1920,1654,10,2
688,50510416,1819,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,688,280023000,"Theaters, Cinema",1920,6397,12,1
689,7986908,332,NA,NA,NA,6 1/2,ST,SW,22903,R,NA,NA,689,280023000,"Theaters, Cinema",1920,5948,12,2
690,7986908,330,NA,NA,NA,6 1/2,ST,SW,22903,R,NA,NA,690,280024000,Office Building,1920,3749,12,3.5
691,101519739,1618,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,691,280024000,Office Building,1920,959,12,1
692,28110139,1655,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,692,280025000,Multiple Commercial Use,1920,3336,12,3
693,31710189,1651,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,693,280025000,Multiple Commercial Use,1920,1826,12,1
698,50610401,1911,NA,NA,NA,SWANSON,DR,NA,22901,R,NA,NA,698,280031000,Hotel,1967,2703,12,1
699,100611039,134,NA,NA,NA,BRANDYWINE,CT,NA,22901,R,NA,NA,699,280031000,Hotel,1967,2703,12,1
704,453115298,721,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,704,280036000,Retail Store,1920,6634,12,2
705,453515271,716,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,705,280036300,Retail Store,1920,369,12,1
706,469215419,710,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,706,2800371A0,Office,1983,1249,12,1
707,96032207,256,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,707,2800371B0,Bank,1983,929,12,1
708,96672349,1605,NA,NA,NA,MULBERRY,AVE,NA,22903,R,NA,NA,708,2800371C0,Office Building,1983,2240,12,1
709,96782249,1500,NA,NA,NA,BROAD,AVE,NA,22903,R,NA,NA,709,280037A00,Bank,1920,2267,12,1
710,98032403,1504,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,710,280037A10,Commercial,0,2669,12,1
711,112644228,610,NA,NA,NA,BAILEY,RD,NA,22903,R,NA,NA,711,280038000,Bank,1916,10422,12,2
714,234612948,1019,NA,NA,NA,GLENDALE,RD,NA,22901,R,NA,NA,714,280040000,Bank,1957,22414,12,2
715,242112960,1208,NA,NA,NA,CUTLER,LN,NA,22901,R,NA,NA,715,280041000,Office Building,1916,17895,12,3
716,242412962,620,NA,NA,NA,WILDER,DR,NA,22901,R,NA,NA,716,280041000,Office Building,1916,1563,12,1
717,251113054,1204,NA,NA,NA,CUTLER,LN,NA,22901,R,NA,NA,717,280042000,Retail Store,1908,27040,12,4
718,253913113,1002,NA,NA,NA,FERN,CT,NA,22901,R,NA,NA,718,280043000,Office Building,1910,1380,12,3
719,111914172,717,NA,NA,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,719,280043000,Office Building,1910,14576,12,2
720,112054157,606,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,720,280044000,Retail Store,1910,2131,20,1
721,105603244,1631,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,721,280044000,Retail Store,1910,660,12,2
722,106433351,1523,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,722,280044000,Retail Store,1910,2116,12,1
723,136207105,243,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,723,280044000,Retail Store,1910,1000,12,1
724,135366993,235,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,724,280045000,Office Building,1954,8240,12,2
725,64018361,506,NA,NA,NA,GROVE,AVE,NA,22902,R,NA,NA,725,280046000,Retail Store,1915,4416,12,2
726,686117203,230,NA,NA,W,MAIN,ST,NA,22902,C,emerickr,2014-10-16T20:05:42.000Z,726,280047000,Office Building,1920,3686,12,2
728,418314883,485,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,728,280048000,Office Building,1920,6098,12,2
729,182812149,1208,NA,NA,NA,WELLFORD,ST,NA,22903,R,NA,NA,729,280049000,Retail Store,1920,1392,12,3
730,620216875,408,NA,NA,NA,1ST,ST,N ,22902,R,NA,NA,730,280049000,Retail Store,1920,2800,12,2
731,620716881,409,NA,NA,NA,1ST,ST,N ,22902,R,NA,NA,731,280049000,Retail Store,1920,1189,12,1
732,188412342,1218,NA,NA,NA,SHERWOOD,RD,NA,22903,R,NA,NA,732,280050000,Retail Store,1946,10920,10,3
733,111293995,800,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,733,280051000,Retail Store,1968,12240,12,3
734,111904084,1012,NA,NA,NA,BOLLING,AVE,NA,22902,R,NA,NA,734,280051A00,Retail Store,0,5670,12,3
735,111984185,821,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,735,280051B00,Retail Store,0,12772,12,2
736,112654218,812,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,736,280052000,Restaurant,1920,2454,12,1
737,1255819792,1114,NA,NA,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,737,280052000,Restaurant,1920,2464,12,1
738,130876426,105,NA,NA,NA,AZALEA,DR,NA,22903,R,NA,NA,738,280058000,Office Building,1966,10552,12,2
739,132816679,106,NA,NA,NA,HARRIS,RD,NA,22903,R,NA,NA,739,280058000,Office Building,1966,11649,12,3
740,82361150,116,NA,NA,NA,WASHINGTON,AVE,NA,22903,R,NA,NA,740,280060100,Apartments over 20 units,1924,31944,12,4
741,82541146,125,NA,NA,NA,OBSERVATORY,AVE,NA,22903,R,NA,NA,741,2800601A0,Office,1904,2315,8,1
743,169712012,1101,NA,NA,NA,HILLTOP,RD,NA,22903,R,NA,NA,743,2800601C0,Office,1904,1467,8,1
744,173912061,1604,NA,NA,NA,CAMBRIDGE,CIR,NA,22903,R,NA,NA,744,2800601D0,Office,1904,1992,8,1
745,174312047,1613,NA,NA,NA,CAMBRIDGE,CIR,NA,22903,R,NA,NA,745,2800601F0,Office,1904,390,8,1
746,122225413,1613,NA,NA,NA,DUBLIN,RD,NA,22903,R,NA,NA,746,2800601G0,Office,1904,1677,8,1
747,119025104,901,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,747,2800601H0,Office,1904,1763,8,1
748,119485168,1107,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,748,2800601I0,Office,1904,1629,8,1
749,119495092,812,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,749,2800601J0,Office,1904,1776,8,1
750,540016087,1108,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,750,2800601K0,Office,1904,8861,8,1
751,540316104,315,NA,NA,NA,10TH,ST,NW,22903,R,NA,NA,751,280060200,Office,1904,1102,8,1
752,42837815,1009,NA,NA,NA,COLEMAN,ST,NA,22901,R,NA,NA,752,280061000,Parking Structure,1993,61000,12,1
756,121295315,1611,NA,NA,NA,DUBLIN,RD,NA,22903,R,NA,NA,756,280061101,Office,1993,906,12,1
757,122085418,704,NA,NA,NA,HIGHLAND,AVE,NA,22903,R,NA,NA,757,280061300,Parking Structure,1993,100,12,3
758,398214739,102,NA,NA,NA,MINOR,RD,NA,22903,R,NA,NA,758,280061400,Retail,1993,7898,12,1
759,399714731,106,NA,NA,NA,MINOR,RD,NA,22903,R,NA,NA,759,280061500,Retail Store,1993,1324,14,1
774,127346019,2637,NA,NA,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,774,280080A00,Office Building,1941,1590,10,1
775,6560108,1404,NA,NA,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,775,280084100,Office,1989,1081,10,1
776,6567113,1408,NA,NA,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,776,2800841A0,Office,0,474,10,1
777,52910449,1715,NA,NA,NA,KING MOUNTAIN,RD,NA,22901,R,NA,NA,777,2800841B0,Office,1974,3236,10,1
778,73010718,1617,NA,NA,NA,KING MOUNTAIN,RD,NA,22901,R,NA,NA,778,2800841C0,Office,0,1582,10,1
785,652668,236,NA,NA,E,HIGH,ST,NA,22902,NA,NA,NA,785,280084C00,Condominium Commercial,0,2286,12,1
788,98742447,111,NA,NA,NA,BURNET,ST,NA,22902,R,NA,NA,788,280084F00,Office,0,7465,12,1
789,1436919616,225,404,APT,NA,14TH,ST,NW,22903,R,NA,NA,789,280084G00,Office Building,0,24239,12,1
790,194912316,1307,NA,NA,NA,HARROW,RD,NA,22903,R,NA,NA,790,280084H00,Office,0,21362,12,1
841,838518760,708,NA,NA,NA,PINE,ST,NA,22903,I,NA,NA,841,280128000,Condo Common Area,0,5400,10,1
858,207012499,810,NA,NA,NA,FENDALL,TER,NA,22903,R,NA,NA,858,280156000,Day Care Center,1915,2632,12,2
859,209212542,1865,NA,NA,NA,FENDALL,AVE,NA,22903,R,NA,NA,859,280208000,Office Building,1925,15000,12,1
550,711320833,503,NA,NA,E,MAIN,ST,NA,22902,C,NA,NA,550,170083000,Apartments over 20 units,1993,40356,8,3
565,520217475,16,NA,NA,NA,ELLIEWOOD,AVE,NA,22903,C,NA,NA,565,170104000,Apartments 11-20 Units,1900,2720,8,2
591,1394415826,314,302,APT,NA,14TH,ST,NW,22903,R,NA,NA,591,21B001000,Elementary Sch (Entire),1968,42751,12,1
612,64428386,1333,NA,NA,E,HIGH,ST,NA,22902,C,NA,NA,612,22A001000,Elementary Sch (Entire),1955,20880,12,2
617,64718401,1325,NA,NA,E,HIGH,ST,NA,22902,C,NA,NA,617,230004000,Apartments 1-10 units,1972,1884,8,1
696,7667634,418,NA,NA,E,WATER,ST,NA,22902,C,NA,NA,696,280027000,Retail Store,1920,2620,12,1
814,150611723,2401,66,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,814,280102250,Condominium Commercial,1916,NA,NA,NA
815,150611723,2401,75,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,815,280104000,Office Building,1906,13677,12,3
816,150611723,2401,76,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,816,280104000,Office Building,1906,1419,12,1
817,150611772,2401,1,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,817,280105000,Retail Store,1927,10416,12,1
818,150611772,2401,10,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,818,280111A00,Multiple Commercial Use,0,24000,14,2
33,1394820032,1029,210 ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,33,010004500,Condominium Commercial,1963,1550,14,1
34,1394820032,1029,211 ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,34,010018000,Office Building,1950,43165,12,1
35,1394820032,1029,212 ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,35,010048000,Office Building,1967,16620,12,3
36,1394820032,1029,301,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,36,010048200,Office Building,1967,16620,12,3
37,1394820032,1029,302,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,37,020011000,Apartments 1-10 units,1951,NA,NA,NA
38,1394820032,1029,303 ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,38,020055000,Apartments 1-10 units,1920,7974,10,3
39,1394820032,1029,304,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,39,030092000,Church,1973,4060,12,2
40,1394820032,1029,305,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,40,030092000,Church,1973,4955,12,1
41,1394820032,1029,306,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,41,030095000,Clubhouse,1968,2844,12,1
42,1394820032,1029,307,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,42,030095000,Clubhouse,1968,1020,12,1
43,1394820032,1029,308 ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,43,030095000,Clubhouse,1968,480,12,1
289,45110336,2301,A,APT,NA,NORTH BERKSHIRE,RD,NA,22901,R,NA,NA,289,090078100,Retail Store,1900,1438,12,1
319,1011517340,834,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,319,090105000,Office Building,1926,2246,8,2
476,13938437,206,C,UNIT,NA,5TH,ST,SW,22903,R,NA,NA,476,160033000,Apartments 1-10 units,1987,888,8,1
918,88201822,933,NA,NA,NA,2ND,ST,SE,22902,C,NA,NA,918,290264000,Office,1910,247,8,1
983,42610300,2303,B,APT,NA,NORTH BERKSHIRE,RD,NA,22901,R,NA,NA,983,310184BO0,Storage Garage,1950,160,12,1
70,638920110,112,NA,NA,NA,11TH,ST,SW,22903,C,NA,NA,70,040245000,Apartments over 20 units,1969,27430,8,2
72,1703720041,866,NA,NA,NA,ESTES,ST,NA,22903,R,NA,NA,72,040245100,Apartments 11-20 Units,1987,155,8,1
75,1704020044,216,NA,NA,NA,9TH,ST,SW,22903,R,NA,NA,75,040283000,Apartments 11-20 Units,1988,16665,10,3
76,1704220045,218,NA,NA,NA,9TH,ST,SW,22903,R,NA,NA,76,040283000,Apartments 11-20 Units,1988,15664,12,4
77,1704120046,212,NA,NA,NA,9TH,ST,SW,22903,R,NA,NA,77,040283000,Apartments 11-20 Units,1988,12201,10,3
81,6798165,837,NA,NA,NA,ESTES,ST,NA,22903,C,NA,NA,81,040292000,Apartments over 20 units,1950,2980,8,2
82,6798165,835,NA,NA,NA,ESTES,ST,NA,22903,C,NA,NA,82,040297000,Apartments 1-10 units,1890,NA,NA,NA
85,99911104,408,NA,NA,NA,EARHART,ST,NA,22903,C,NA,NA,85,040302000,Apartments over 20 units,0,NA,NA,NA
91,1712720072,786,NA,NA,NA,PROSPECT,AVE,NA,22903,R,NA,NA,91,040305000,Apartments 11-20 Units,1986,5136,8,3
117,1702820008,852,NA,NA,NA,ESTES,ST,NA,22903,R,NA,NA,117,050062000,Apartments 1-10 units,1920,5130,10,2
118,1703020006,856,NA,NA,NA,ESTES,ST,NA,22903,R,NA,NA,118,050062000,Apartments 1-10 units,1920,270,12,1
124,1703920043,862,NA,NA,NA,ESTES,ST,NA,22903,R,NA,NA,124,050070000,Apartments 1-10 units,0,1604,10,1
168,1522714202,1403,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,168,060074000,Restaurant,1962,3088,12,1
169,1522814203,1405,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,169,060078000,Apartments 1-10 units,1921,3455,8,2.5
172,1526218744,1411,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,172,060084000,Apartments 1-10 units,1930,2294,8,2
173,1526118743,1413,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,173,060086000,Apartments 1-10 units,1925,4775,8,2.5
243,314013778,2033,NA,NA,NA,IVY,RD,NA,22903,C,NA,NA,243,090002000,Apartments 11-20 Units,2009,5722,8,2
244,318313936,2015,NA,NA,NA,IVY,RD,NA,22903,C,NA,NA,244,090003000,Office Building,1920,4288,10,2
245,319913817,2100,NA,NA,NA,IVY,RD,NA,22903,C,NA,NA,245,090003000,Office Building,1920,198,10,1
375,593716648,11,46,APT,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,375,100055000,Office Building,1824,4650,10,2.5
379,593716648,11,21,APT,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,379,100056000,Hotel,1999,67780,10,4
493,654994,114,9,APT,NA,STADIUM,RD,NA,22903,R,NA,NA,493,160089000,Apartments 1-10 units,1926,NA,NA,NA
609,591216723,126,B,APT,NA,13TH,ST,NW,22903,R,NA,NA,609,21B050000,Fast Food Restaurant,1995,2587,14,1
663,869417244,317,NA,NA,NA,MONTICELLO,RD,NA,22902,R,NA,NA,663,270019000,Apartments over 20 units,1980,6588,10,2
665,879717246,323,NA,NA,NA,MONTICELLO,RD,NA,22902,R,NA,NA,665,270019000,Apartments over 20 units,1980,6588,10,2
779,587120031,1308,A ,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,779,280084200,Office,1989,2244,12,1
780,587120031,1308,B,STE,NA,WERTLAND,ST,NA,22903,R,NA,NA,780,2800842A0,Office,0,2849,12,1
967,108914535,1500,12,LOT,NA,CARLTON,AVE,NA,22902,R,NA,NA,967,310060000,Multiple Commercial Use,1937,56422,12,1
277,559316365,511,207,UNIT,NA,1ST,ST,N ,22902,R,NA,NA,277,090074000,Comm. Shopping Ctr.,1979,3082,10,2
974,52110481,2306,B,APT,NA,ANGUS,RD,NA,22901,R,NA,NA,974,310156000,Mixed Retail w/Res Units,1920,2400,12,1
883,6644687,227,NA,NA,W,MAIN,ST,NA,22902,NA,emerickr,2014-10-16T20:05:41.000Z,883,290018000,Office Building,1920,1730,12,2
977,665017200,625,NA,NA,W,MAIN,ST,NA,22903,NA,emerickr,2014-10-16T20:05:42.000Z,977,310165000,Retail Store,1950,4252,12,2
103,662917114,607,NA,NA,W,MAIN,ST,NA,22903,C,emerickr,2014-10-16T20:05:42.000Z,103,050036000,Apartments over 20 units,1961,49431,10,3
