objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
1067,38.02316354047208,-78.4702742844413,98892195,221,10,#,NA,CARLTON,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50467,070005000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1955,1,8,4,0,2,0,2030,1800,0
1068,38.02316354047208,-78.4702742844413,98892195,221,5,#,NA,CARLTON,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50468,070006000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1955,1,5,2,1,1,0,1250,868,529
1021,38.01945651875405,-78.47263919996858,116785126,1400,33,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:08Z,50454,060068000,Single Family,2 Story,A,Brick Veneer,Shakes,Hardwood,No Basement,Heat Pump,2,1987,2,9,4,1,3,0,3594,0,0
1095,38.02769634569039,-78.50286290888096,82141153,401,B,#,NA,PATON,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50469,070032000,Single Family,2 Story,B,Asbestos,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1922,2,10,3,0,3,2,3011,864,0
1096,-90,-152.64427050222758,693417207,609,109,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:17Z,50470,070033000,Single Family,2 Story,B,Stucco,Slate,Hardwood,Partial Basement,Forced Air,2,1925,2,9,4,0,3,0,3194,801,0
1102,38.03017520106517,-78.49059170742872,7214312,702,C,#,NA,DELEVAN,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50474,070038000,Single Family-1 Conversion,2 Story,B,Concrete Block,Shingles,Hardwood,Partial Basement,Radiant,0,1948,2,8,5,0,3,0,1638,410,410
1128,38.03311360105665,-78.46775388131155,62768308,1200,A,#,NA,POPLAR,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:14Z,50479,080019000,Single Family,1 Story,C,Wood,Shingles,Tile,No Basement,Forced Air,1,1956,1,3,1,0,1,0,640,NA,NA
1130,38.03118163370097,-78.47756660610267,6790155,500,806,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:14Z,50481,080022000,Duplex,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1958,1,12,6,2,3,0,2436,2436,238
1129,38.03118163370097,-78.47756660610267,6790155,500,804,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:14Z,50480,080020000,Duplex,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1960,1,8,4,0,2,0,1400,0,0
1169,38.048770864612436,-78.50594118219037,175912058,1980,I,#,NA,ARLINGTON,BLVD,NA,22903,R,PFAUTZ,2016-11-28T17:23:14Z,50487,090024000,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1941,2,12,8,0,6,0,3755,0,0
1135,38.03118163370097,-78.47756660610267,6790155,500,303,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:14Z,50484,080028000,Single Family,2 Story,A +,Brick/Masonry,Metal,Heart Pine,Partial Basement,Radiant,4,1834,2,6,NA,1,2,NA,1804,902,NA
1187,38.03189107280007,-78.47560282348665,643217043,701,117,#,E,HIGH,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50494,090040100,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Baseboard,0,1971,2,8,6,0,2,0,2552,0,0
1258,38.02229058341964,-78.5211407615192,106073335,228,B,#,NA,STRIBLING,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50509,090150000,Duplex,2 Story,B,Concrete Block,Shingles,W/W Carpet,No Basement,Forced Air,0,1944,2,6,4,0,2,0,1200,0,0
1280,38.03118163370097,-78.47756660610267,6790155,500,601,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50511,100081200,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1281,38.03118163370097,-78.47756660610267,6790155,500,805,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50512,100082000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1282,38.03118163370097,-78.47756660610267,6790155,500,906,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50513,100082L00,Office Building,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1288,38.029518850108865,-78.49898894679804,7365507,1025,B,#,NA,GROVE,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50519,110001000,Apartments 1-10 units,2 Story,B,Vinyl,Shingles,None,Full Basement,Hot Water Radiator,0,1935,2,15,5,0,5,0,2410,1205,600
1290,38.01971330271626,-78.51203961889131,116854809,2510,A,#,NA,WOODLAND,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50521,110001100,Condo Common Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1289,38.02841309424103,-78.50307909496445,7931877,301,B,#,NA,PATON,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50520,110001000,Apartments 1-10 units,1.5 Story,C,Stucco,Shingles,None,No Basement,Hot Water Radiator,0,1925,1.75,9,5,1,3,0,1886,NA,NA
1293,38.01971330271626,-78.51203961889131,116854809,2510,B,#,NA,WOODLAND,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50522,110006000,Single Family-1 Conversion,1 Story,C,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,0,1940,1,4,2,0,1,0,794,NA,NA
1295,38.0358574541923,-78.47507847382194,533816080,630,M,#,NA,PARK,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50524,110008000,Duplex,2 Story,B,Wood Shingle,Architectural Shingles,Hardwood,No Basement,Forced Air,2,1915,2,9,5,0,4,0,2584,NA,NA
1296,38.0358574541923,-78.47507847382194,533816080,630,N,#,NA,PARK,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50525,110009000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1968,1,7,3,2,3,1,2264,1324,900
1298,38.01832717059556,-78.48532718999763,123195525,1506,A,#,NA,6TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50527,110011000,Single Family,1.5 Story,B +,Stucco,Architectural Shingles,Hardwood,Cellar,Hot Water Radiator,1,1926,1.66,7,4,0,2,0,2208,294,NA
1103,38.02875422922789,-78.50912495561258,7881935,1800,503,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1103,070039000,Duplex,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1948,2,8,4,0,2,0,1638,354,0
1299,38.01819358783337,-78.48542180727974,123685581,1508,A,#,NA,6TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50528,110012000,Single Family-1 Conversion,1.5 Story,B,Wood Shingle,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1.75,7,4,0,3,0,1492,784,300
1300,38.01868322615813,-78.48851470081158,121545340,106,C,#,NA,HARTMANS MILL,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50529,110014000,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1961,2,8,4,0,2,0,1776,888,0
1311,38.0335697537619,-78.48120748674332,612616825,402,B,#,NA,ALTAMONT,CIR,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50533,110022000,Single Family,2 Story,B,Stucco,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1925,2,10,4,0,4,0,3088,1652,0
1312,-90,-152.64427050222758,67738482,820,B,#,E,HIGH,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:17Z,50534,110023000,Single Family-1 Conversion,1 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1,8,4,0,3,1,1443,1158,670
1315,38.02426440292999,-78.47630876485377,965817282,813,2,#,NA,BELMONT,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50537,110039000,Single Family,1.5 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,1,1940,1.5,6,4,0,1,0,1242,828,0
1316,38.01976082905364,-78.48493825266041,116984817,512,B,#,NA,STONEHENGE,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50538,110040000,Single Family,1.5 Story,B,Concrete Block,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1940,1.5,6,3,0,2,0,1179,0,0
1328,38.026293852473444,-78.51309227090537,878619686,2006,4,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50539,110052000,Single Family-1 Conversion,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1952,1.75,10,6,0,3,0,1825,1043,500
1330,38.026293852473444,-78.51309227090537,878619686,2006,6,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50541,110053100,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,4,1915,2,6,3,0,2,0,2106,311,NA
1329,38.026293852473444,-78.51309227090537,878619686,2006,5,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50540,110053000,Single Family,1.5 Story,A,Stone,Metal,Hardwood,Partial Basement,Hot Water Radiator,3,1928,1.5,8,3,0,3,0,2094,164,0
1450,38.04282328815721,-78.51083452247336,297213764,2021,A8,APT,NA,IVY,RD,NA,22903,R,NA,NA,1450,120011000,Duplex,2 Story,B,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,2,1938,2,4,2,0,2,0,1294,0,0
1332,38.04143472407732,-78.49383934328897,357814149,732,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50542,110053200,Single Family,1 Story,B,Stucco,Metal,None,Full Basement,Forced Air,0,1930,1,4,2,0,1,0,705,705,0
1333,38.04143472407732,-78.49383934328897,357814149,732,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50543,110055000,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1910,2,11,8,0,3,0,3547,821,NA
1334,38.041450895866454,-78.49381045663765,357814149,736,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50544,110055000,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1910,2,11,8,0,3,0,3547,821,NA
1335,38.041450895866454,-78.49381045663765,357814149,736,C,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50545,110055000,Duplex,1 Story,C,Concrete Block,Shingles,None,Partial Basement,Hot Water Radiator,0,1950,1,3,1,0,1,0,1348,300,3
1336,38.04145898250522,-78.4937960090562,357814149,738,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17Z,50546,110055000,Duplex,1 Story,C,Concrete Block,Shingles,None,Partial Basement,Hot Water Radiator,0,1950,1,3,1,0,1,0,1348,300,3
1919,38.030999160825516,-78.46419508866018,68238511,518,NA,NA,NA,MEADE,AVE,NA,22902,R,NA,NA,1919,160131200,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,526,0,0
1267,38.03389311874115,-78.48549172592962,1507518324,401,218,APT,NA,4TH,ST,NW,22903,R,NA,NA,1267,100048000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1266,38.03389311874115,-78.48549172592962,1507518324,401,217,APT,NA,4TH,ST,NW,22903,R,NA,NA,1266,100039000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1788,38.0156838505314,-78.4709502496948,130356434,1009,B,STE,NA,LINDEN,AVE,NA,22902,NA,NA,NA,1788,160129240,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,830,0,0
1020,38.02735430068777,-78.47431290624574,83479026,110,F,#,NA,GOODMAN,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50453,060067000,Single Family,1.5 Story,A++,Wood,Copper,Hardwood,Partial Basement,Forced Air,3,1900,1.5,16,5,1,4,0,3996,1384,1300
1098,38.02711038182574,-78.46847330910332,81299020,1215,C,#,E,MARKET,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50472,070034100,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Cellar,Forced Air,2,1984,1.75,8,4,1,3,0,3387,145,0
1154,38.0373882676004,-78.48849085095844,480215512,901,301,#,NA,PRESTON,AVE,NA,22903,C,PFAUTZ,2016-11-28T17:23:30Z,50486,080058000,Vacant Land,1 Story,C,Wood,Shingles,Hardwood,No Basement,Forced Air,1,1920,1,3,1,0,1,0,479,0,0
1184,38.02735430068777,-78.47431290624574,83479026,110,B,#,NA,GOODMAN,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50493,090039000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1925,2,10,5,0,2,0,2502,1151,NA
1207,38.05636869921646,-78.49672064061771,107911166,1417,D,#,NA,EMMET,ST,N,22903,C,PFAUTZ,2016-11-28T17:23:30Z,50505,090070110,Condominium,1 Story,C,Concrete Block,Metal,Tile,Partial Basement,Hot Water Radiator,0,1964,1,1,1,0,1,NA,373,0,0
1620,38.02758184475796,-78.5103619608539,82591173,109,4,#,NA,CARROLLTON,TER,NA,22903,R,PFAUTZ,2016-11-28T17:23:31Z,50609,160055100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1923,1,7,4,0,1,0,1313,491,0
1442,38.0373882676004,-78.48849085095844,480215512,901,203,#,NA,PRESTON,AVE,NA,22903,C,PFAUTZ,2016-11-28T17:23:30Z,50572,120005000,Single Family-2 Conversion,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,0,1952,1,8,4,0,2,0,1971,NA,NA
1301,38.038531769784235,-78.47115591846915,439515145,712,A,#,NA,LYONS,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:17Z,50530,110014100,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1962,2,10,6,0,2,0,1840,0,0
1677,38.030933498263245,-78.50342731347779,6827176,429,1C,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:31Z,50628,160099400,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1651,38.03919458256545,-78.49150870360668,413014793,1000,C,#,NA,PRESTON,AVE,NA,22903,C,PFAUTZ,2016-11-28T17:23:30Z,50618,160082000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1950,1.5,NA,5,0,3,0,1779,342,NA
1745,38.03567027712178,-78.50085474148547,1394217476,17,A,#,NA,ELLIEWOOD,AVE,NA,22903,C,PFAUTZ,2016-11-28T17:23:30Z,50629,160128510,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,826,0,0
1771,38.032028786777275,-78.47482931695588,648017075,404,A,#,NA,8TH,ST,NE,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50642,160129000,Condo Common Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1790,38.03099732022082,-78.47392917851117,68398523,818,200,#,E,HIGH,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50654,160129260,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,542,0,0
1934,38.03905837981152,-78.45710372075936,39537747,1145,6,#,NA,RIVER,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:33Z,50698,16016,Condo Main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1022,38.01945651875405,-78.47263919996858,116785126,1400,34,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:08Z,50455,060069000,Single Family,2.5 Story,A,Brick/Masonry,Slate,Hardwood,Cellar,Hot Water Radiator,7,1922,2.5,12,5,1,4,0,4438,388,NA
1097,-90,-152.64427050222758,70233279,408,208B,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:09Z,50471,070034000,Single Family,1 Story,B,Wood,Shingles,Hardwood,No Basement,Heat Pump,2,1983,1,5,2,0,2,0,1762,0,0
1218,38.040990437783805,-78.49438773658727,357814305,766,C,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:09Z,50506,090070210,Condominium,1 Story,C,Concrete Block,Metal,Tile,No Basement,Hot Water Radiator,0,1964,1,4,3,1,1,NA,833,0,0
1221,38.03492130462446,-78.46100488454414,56368090,1322,A,#,NA,RIVERDALE,DR,NA,22902,R,PFAUTZ,2016-11-28T17:23:09Z,50507,090070500,Condominium,1 Story,C,Concrete Block,Metal,Tile,No Basement,Hot Water Radiator,0,1964,1,1,1,0,1,NA,359,0,0
1222,38.034841293226314,-78.46090375495548,56568100,1324,B,#,NA,RIVERDALE,DR,NA,22902,R,PFAUTZ,2016-11-28T17:23:09Z,50508,090070600,Condominium,1 Story,C,Concrete Block,Metal,Tile,No Basement,Hot Water Radiator,0,1964,1,1,1,0,1,NA,359,0,0
1792,38.03182122544796,-78.46722006996906,65928426,1134,B,#,E,HIGH,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30Z,50656,160129280,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,813,0,0
1308,-90,-152.64427050222758,70233279,408,102,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:09Z,50532,110018000,Single Family,2 Story,A,Stucco,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1921,2,9,4,1,2,0,2128,364,NA
1355,38.05983791716913,-78.49520499190804,70910707,2114,103,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:08Z,50558,110072000,Duplex,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1.5,11,7,0,2,0,1721,614,571
1356,38.05983791716913,-78.49520499190804,70910707,2114,222,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:08Z,50559,110073000,Single Family-1 Conversion,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1940,1.5,7,4,0,3,0,1694,996,589
1621,38.03091319149631,-78.5027834272173,13937149,428,106,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:08Z,50610,160057000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,No Basement,Forced Air,1,1930,1.5,6,3,0,1,0,1188,0,0
1760,38.04487193245469,-78.50432028385896,225813030,106,11,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:09Z,50640,160128650,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1622,38.03091319149631,-78.5027834272173,13937149,428,107,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:08Z,50611,160058000,Single Family-1 Conversion,1 Story,B,Stucco,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1,12,6,0,4,0,1292,896,896
1819,38.04816112673765,-78.50504087227428,182712163,1924,222,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:08Z,50672,160129520,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1820,38.04816112673765,-78.50504087227428,182712163,1924,202,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:08Z,50673,160129530,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1830,38.028272791308936,-78.51523317701071,7943920,2006,1,#,NA,STADIUM,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:09Z,50677,160129620,Condominium,1 Story,C,Wood,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,542,0,0
1976,38.041353731992224,-78.49905598681724,349114098,1600,307,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06Z,50705,170009500,Duplex,2 Story,C,Vinyl,Shingles,Hardwood,No Basement,Heat Pump,NA,2014,2,20,8,NA,8,NA,3968,NA,NA
1262,38.01679288359122,-78.48652057762696,127376247,1600,25,LOT,NA,6TH,ST,SE,22902,R,NA,NA,1262,090555000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1263,38.01679288359122,-78.48652057762696,127376340,1600,32,LOT,NA,6TH,ST,SE,22902,R,NA,NA,1263,100021000,Parking Lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1264,38.01679288359122,-78.48652057762696,127376353,1600,40,LOT,NA,6TH,ST,SE,22902,R,NA,NA,1264,100027000,Apartments 11-20 Units,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1310,38.02450418564281,-78.47359968100884,95959596,1009,A,APT,NA,CARLTON,AVE,NA,22902,R,NA,NA,1310,110020000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1925,2,8,3,2,2,0,2800,676,0
1982,38.016127208700695,-78.51387072654603,130546384,204,C,#,NA,MONTE VISTA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06Z,50706,170010000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1,5,2,0,1,0,859,576,0
1060,38.02595521896443,-78.50404658458085,89481626,411,B,APT,NA,VALLEY RD,EXT,NA,22903,R,NA,NA,1060,070003400,Single Family,Split-Level,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,2,1957,2,6,3,1,2,0,2352,0,0
1061,38.02563686624344,-78.50376842144924,90961736,417,A,APT,NA,VALLEY RD,EXT,NA,22903,R,NA,NA,1061,070003500,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1960,2,9,4,0,3,0,2314,1234,740
1063,38.027172094507065,-78.50449780698005,84351313,312,B,APT,NA,VALLEY RD,EXT,NA,22903,R,NA,NA,1063,070003700,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1961,2,11,4,1,3,0,2824,1412,1412
1094,38.02615323518549,-78.50151682810618,87931528,1305,D,APT,NA,CHERRY,AVE,NA,22903,R,NA,NA,1094,070031000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1930,2,9,4,1,3,0,2972,921,0
1983,38.041353731992224,-78.49905598681724,349114098,1600,306,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06Z,50707,170011000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1.5,6,3,0,1,0,1230,311,0
1746,38.05054686105417,-78.50749217136331,150611723,2401,42,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1746,160128520,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1779,38.05054686105417,-78.50749217136331,150611723,2401,61,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1779,160129160,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1780,38.05054686105417,-78.50749217136331,150611723,2401,63,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1780,160129170,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1803,38.05054686105417,-78.50749217136331,150611772,2401,24,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1803,160129380,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,542,0,0
1840,38.03136355215288,-78.50268270617488,13937136,416,6,APT,NA,MONROE,LN,NA,22903,R,NA,NA,1840,160129720,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Baseboard,0,1966,1,4,2,0,1,NA,834,0,0
1804,38.05054686105417,-78.50749217136331,150611772,2401,25,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1804,160129390,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,830,0,0
1985,-90,-152.64427050222758,79448904,1006,D,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:06Z,50709,170013000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1936,1.5,8,5,0,2,0,1370,685,585
1987,38.02753443375692,-78.48236689762153,777319743,455,400,#,NA,2ND,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:06Z,50710,170015000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1,6,2,0,2,0,1618,934,0
1984,38.014577541395376,-78.46996252240446,134596920,1000,311,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:06Z,50708,170012000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1939,1,5,2,0,1,0,894,453,0
1172,38.03389311874115,-78.48549172592962,1507518324,401,219,APT,NA,4TH,ST,NW,22903,R,NA,NA,1172,090027000,Single Family,2 Story,B,Asbestos,Metal,Hardwood,Full Basement,Hot Water Radiator,1,1910,2,9,4,0,2,0,1645,948,0
1988,38.060001819936424,-78.49573673199986,70110677,2118,15,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:23:06Z,50711,170016000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1934,2,8,4,0,2,0,1979,731,0
1991,38.05988756713631,-78.49654921199283,74310727,2121,22,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:23:06Z,50713,170018004,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
