RecordID_Int,ParcelNumber,UseCode,YearBuilt,GrossArea,StoryHeight,NumberOfStories
1,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
2,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
3,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
4,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
5,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
6,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
7,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
8,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
9,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
10,010001000,Comm. Shopping Ctr.,1957,497658,12,1.00
11,010001100,Comm. Shopping Ctr.,1995,20837,14,1.00
12,010001200,Convenience Market,1996,1240,12,1.00
13,010001300,Neighborhood Shopping Ctr.,1982,1330,12,1.00
14,010001300,Neighborhood Shopping Ctr.,1982,3434,12,1.00
15,010001400,Motel,1996,70761,12,3.00
16,010001400,Motel,1996,4590,12,1.00
17,010001500,Retail Store,1983,5103,12,1.00
18,010001600,Multipurpose Bldg (College),1972,166128,12,1.00
19,010001600,Multipurpose Bldg (College),1972,88621,12,2.00
20,010001600,Multipurpose Bldg (College),1972,166128,12,1.00
21,010001600,Multipurpose Bldg (College),1972,88621,12,2.00
22,010001700,Transit Warehouse,1963,53618,17,1.00
23,010001900,Office Building,1985,12150,12,1.50
24,010001900,Office Building,1985,3248,12,2.00
25,010001900,Office Building,1985,1020,12,1.00
26,010004000,Neighborhood Shopping Ctr.,1952,2634,12,1.00
27,010004000,Neighborhood Shopping Ctr.,1952,1264,12,1.00
28,010004000,Neighborhood Shopping Ctr.,1952,8502,10,1.00
29,010004000,Neighborhood Shopping Ctr.,1952,11545,10,1.00
30,010004100,Retail Store,1964,1699,14,1.00
31,010004300,Service Repair Garage,1971,4414,16,1.00
32,010004400,Condominium Commercial,1963,1308,14,1.00
33,010004500,Condominium Commercial,1963,1550,14,1.00
34,010018000,Office Building,1950,43165,12,1.00
35,010048000,Office Building,1967,16620,12,3.00
36,010048200,Office Building,1967,16620,12,3.00
37,020011000,Apartments 1-10 units,1951,,,
38,020055000,Apartments 1-10 units,1920,7974,10,3.00
39,030092000,Church,1973,4060,12,2.00
40,030092000,Church,1973,4955,12,1.00
41,030095000,Clubhouse,1968,2844,12,1.00
42,030095000,Clubhouse,1968,1020,12,1.00
43,030095000,Clubhouse,1968,480,12,1.00
44,030107000,Church,1947,1686,12,1.00
45,030118000,Church,1965,3143,20,1.00
46,030123000,Apartments 1-10 units,1971,3896,10,2.00
47,030125000,Apartments over 20 units,1965,84380,12,2.00
48,030125200,Apartments over 20 units,1970,137387,12,3.00
49,0301252A0,Clubhouse,2003,5752,10,2.00
50,0301252A0,Clubhouse,2003,6200,12,2.00
51,030126000,Apartments over 20 units,1970,36055,10,3.50
52,030126100,Apartments over 20 units,1971,35850,12,3.00
53,030128000,Apartments 1-10 units,1998,6318,12,2.50
54,030128000,Apartments 1-10 units,1998,137,12,1.00
55,030128000,Apartments 1-10 units,1998,1460,12,2.00
56,040015000,Market,1948,1470,12,1.00
57,040041000,Office Building,1926,2044,12,1.50
58,040042000,Office Building,1940,12550,16,1.00
59,040046000,Church,1939,2126,12,1.00
60,040098000,Church,1920,761,8,1.00
61,040118000,Elementary Sch (Entire),1925,59816,12,2.00
62,040120000,Apartments over 20 units,2004,4569,8,3.00
63,040142000,Apartments 1-10 units,1955,3430,8,2.00
64,040144000,Apartments 1-10 units,1950,3410,8,2.00
65,040145000,Apartments 1-10 units,1950,3322,8,2.00
66,040152000,Clubhouse,1969,3442,12,1.00
67,040152000,Clubhouse,1969,3442,12,1.00
68,040210000,Apartments 1-10 units,1947,2910,12,2.00
69,040210000,Apartments 1-10 units,1947,396,12,1.00
70,040245000,Apartments over 20 units,1969,27430,8,2.00
71,040245100,Apartments 11-20 Units,1987,6783,8,3.00
72,040245100,Apartments 11-20 Units,1987,155,8,1.00
73,040278000,Apartments 1-10 units,1997,13132,8,3.00
74,040278000,Apartments 1-10 units,1997,3456,8,2.00
75,040283000,Apartments 11-20 Units,1988,16665,10,3.00
76,040283000,Apartments 11-20 Units,1988,15664,12,4.00
77,040283000,Apartments 11-20 Units,1988,12201,10,3.00
78,040283000,Apartments 11-20 Units,1988,1306,8,1.50
79,040287000,Apartments 1-10 units,1920,2490,9,2
80,040291000,Apartments over 20 units,1986,31260,8,2.00
81,040292000,Apartments over 20 units,1950,2980,8,2.00
82,040297000,Apartments 1-10 units,1890,,,
83,040299000,Apartments 1-10 units,1900,,,
84,040301000,Mixed Retail w/Res Units,1999,4158,8,3.00
85,040302000,Apartments over 20 units,0,,,
86,040303000,Apartments 1-10 units,1830,2624,10,2.00
87,040305000,Apartments 11-20 Units,1986,5136,8,3.00
88,040305000,Apartments 11-20 Units,1986,5136,8,3.00
89,040305000,Apartments 11-20 Units,1986,5136,8,3.00
90,040305000,Apartments 11-20 Units,1986,5136,8,3.00
91,040305000,Apartments 11-20 Units,1986,5136,8,3.00
92,040305000,Apartments 11-20 Units,1986,5136,8,3.00
93,040305000,Apartments 11-20 Units,1986,5136,8,3.00
94,040305000,Apartments 11-20 Units,1986,5136,8,3.00
95,040314000,Apartments 11-20 Units,1999,19544,10,3.50
96,040314000,Apartments 11-20 Units,1999,10890,10,2.50
97,040314000,Apartments 11-20 Units,1999,8712,8,2.00
98,040315000,Apartments 1-10 units,1890,,,
99,040315000,Apartments 1-10 units,1890,,,
100,040316000,Apartments 1-10 units,1900,2634,,
101,040317000,Apartments 1-10 units,1922,,,
102,050028000,Church,1950,8892,20,1.00
103,050036000,Apartments over 20 units,1961,49431,10,3.00
104,050039000,Office Building,1880,3493,8,2.50
105,050039000,Office Building,1880,319,8,1.00
106,050040000,Apartments 1-10 units,1925,3771,8,3.00
107,050040000,Apartments 1-10 units,1925,2304,8,2.00
108,050041000,Rooming House,1910,3396,8,2.00
109,050041000,Rooming House,1910,147,8,1.00
110,050043000,Apartments 11-20 Units,1925,10591,10,3.50
111,050044000,Apartments 11-20 Units,0,20736,10,4.00
112,050045000,Apartments 1-10 units,1926,3474,8,2.00
113,050048000,Apartments 1-10 units,1913,11550,8,3.00
114,050049000,Apartments 11-20 Units,1928,17560,10,4.00
115,050051000,Apartments 1-10 units,1971,5930,8,2.00
116,050056000,Apartments 1-10 units,1925,5088,8,2.00
117,050062000,Apartments 1-10 units,1920,5130,10,2.00
118,050062000,Apartments 1-10 units,1920,270,12,1.00
119,050063100,Apartments 1-10 units,1963,4936,8,2.00
120,050069000,Apartments 1-10 units,1962,2832,8,2.00
121,050069000,Apartments 1-10 units,1962,4335,8,3.00
122,050069100,Apartments 1-10 units,1962,4840,8,2.00
123,050070000,Apartments 1-10 units,0,816,10,1.00
124,050070000,Apartments 1-10 units,0,1604,10,1.00
125,050070000,Apartments 1-10 units,0,4840,10,2.00
126,050075000,Apartments 11-20 Units,1925,5084,10,2.5
127,050075000,Apartments 11-20 Units,1925,5084,10,2.5
128,050075100,Apartments over 20 units,1965,19868,8,4.00
129,050085000,Apartments 11-20 Units,1968,8406,8,3.00
130,050089000,Apartments over 20 units,1952,13605,8,3.00
131,050090000,Apartments 1-10 units,1926,3930,8,2.50
132,050090000,Apartments 1-10 units,1926,486,8,2.00
133,050090000,Apartments 1-10 units,1926,414,8,1.00
134,050090000,Apartments 1-10 units,1926,3930,8,2.50
135,050090000,Apartments 1-10 units,1926,486,8,2.00
136,050090000,Apartments 1-10 units,1926,414,8,1.00
137,050091000,Apartments 1-10 units,1930,,,
138,050096000,Apartments over 20 units,1972,41691,10,3.00
139,050096100,Apartments over 20 units,1967,56576,12,2.00
140,050105000,Apartments 1-10 units,1930,4052,12,2.00
141,050105000,Apartments 1-10 units,1930,27,12,1.00
142,050110000,Apartments over 20 units,1923,42560,8,4.00
143,050111000,Apartments 1-10 units,1800,4404,8,2.00
144,050111000,Apartments 1-10 units,1800,792,8,1.00
145,050113000,Apartments 1-10 units,1936,3510,8,2.00
146,050113000,Apartments 1-10 units,1936,120,8,1.00
147,050128000,Apartments 1-10 units,1925,7912,8,2.00
148,050155000,Apartments 1-10 units,2012,12491,8,2.00
149,060001000,Bank,1999,8192,12,2.00
150,060001000,Bank,1999,2535,12,1.00
151,060001000,Bank,1999,550,12,2.00
152,060001100,Office Building,1966,16983,12,3.00
153,060001101,Apartments over 20 units,1976,40000,8,4.00
154,060001110,Apartments over 20 units,0,,,
155,060001200,Office Building,1964,15096,10,3.00
156,060001200,Office Building,1964,952,10,2.00
157,060001300,Office Building,1964,11016,10,2.00
158,060001400,Apartments 1-10 units,1963,13324,12,2.00
159,060001500,Apartments 11-20 Units,1983,14952,8,3.00
160,060001600,Apartments over 20 units,1961,30360,12,2.00
161,060001700,Apartments over 20 units,1971,14832,12,1.00
162,060001700,Apartments over 20 units,1971,4368,12,1.00
163,060001900,Apartments over 20 units,1969,76212,12,3.00
164,060001B00,Office Building,1966,16000,12,3.00
165,060001C00,Fast Food Restaurant,1995,2587,14,1.00
166,060001D00,Retail Store,2000,10104,10,2.00
167,060073000,Apartments over 20 units,1948,62192,10,2.00
168,060074000,Restaurant,1962,3088,12,1.00
169,060078000,Apartments 1-10 units,1921,3455,8,2.50
170,060081000,Apartments 1-10 units,1910,2550,8,2.00
171,060081000,Apartments 1-10 units,1910,1391,8,1.00
172,060084000,Apartments 1-10 units,1930,2294,8,2.00
173,060086000,Apartments 1-10 units,1925,4775,8,2.50
174,060086000,Apartments 1-10 units,1925,608,8,2.00
175,060086000,Apartments 1-10 units,1925,537,8,1.00
176,060087000,Apartments 1-10 units,1957,3263,8,3.00
177,060087A00,Apartments 1-10 units,1957,3263,8,3.00
178,060088000,Apartments 1-10 units,1920,2360,8,1.50
179,060088000,Apartments 1-10 units,1920,749,8,1.00
180,060094000,Apartments over 20 units,1947,15021,10,3.00
181,060097000,Office Building,1915,5608,12,2.00
182,060098000,Apartments 11-20 Units,1905,4728,10,2.00
183,060098000,Apartments 11-20 Units,1905,350,10,1.00
184,070001000,Supermarket,1957,14850,12,1.00
185,070001100,Restaurant,1963,2654,14,1.00
186,070001101,Elementary Sch (Entire),1939,38629,12,2.00
187,070001101,Elementary Sch (Entire),1939,32688,12,3.00
188,070001101,Elementary Sch (Entire),1939,10705,12,2.00
189,070001101,Elementary Sch (Entire),1939,35382,12,2.00
190,070001200,Bank,1974,1960,10,1.00
191,070001300,Neighborhood Shopping Ctr.,1971,4388,12,2.00
192,070001300,Neighborhood Shopping Ctr.,1971,640,12,2.00
193,070001300,Neighborhood Shopping Ctr.,1971,4388,12,2.00
194,070001300,Neighborhood Shopping Ctr.,1971,640,12,2.00
195,070001400,Restaurant,1960,2000,12,1.00
196,070001500,Retail Store,1960,900,12,1.00
197,070001600,Retail Store,1960,1800,12,1.00
198,070001700,Restaurant,1960,900,12,1.00
199,070001800,Retail Store,1960,915,12,1.00
200,070001900,Neighborhood Shopping Ctr.,1954,4826,12,1.00
201,0700019A0,Neighborhood Shopping Ctr.,0,1742,16,1
202,0700019B0,Fast Food Restaurant,0,2084,10,1.00
203,070002000,Bank,1977,2196,12,1.00
204,070002100,Fast Food Restaurant,1973,3321,14,1.00
205,070002100,Fast Food Restaurant,1973,3321,14,1.00
206,070002200,Office Building,1988,3456,12,1.00
207,070002200,Office Building,1988,868,12,1.00
208,070002300,Office Building,1969,27160,10,4.00
209,070002300,Office Building,1969,3233,10,1.00
210,070002401,Apartments over 20 units,1985,14994,8,3.00
211,070003000,Medical Office,1962,4050,12,1.50
212,070003101,Church,1957,10538,20,1.00
213,070003190,Day Care Center,1960,3176,12,1.75
214,070003201,Bank,1960,2256,12,1.50
215,070003201,Bank,1960,252,12,1.00
216,070003210,Apartments 11-20 Units,1963,8970,12,2.00
217,080001000,Gymnasium (College),1964,101147,60,1.00
218,080001000,Gymnasium (College),1964,19840,60,2.00
219,080001000,Gymnasium (College),1964,101147,60,1.00
220,080001000,Gymnasium (College),1964,101147,60,1.00
221,080001000,Gymnasium (College),1964,19840,60,2.00
222,080001000,Gymnasium (College),1964,101147,60,1.00
223,080008000,Motel,1965,48390,12,5.00
224,080009000,Fitness Center,1966,1866,12,1.00
225,080010000,Restaurant,1971,2259,12,1.00
226,080011000,Office Building,1954,1728,12,2.00
227,080011000,Office Building,1954,1728,12,2.00
228,080012000,Parking Structure,0,,,
229,080021000,Apartments 1-10 units,1959,1406,12,1.00
230,080024000,Office Building,1956,2006,12,1.50
231,080026000,Office Building,1939,1744,12,2.00
232,080026000,Office Building,1939,256,12,1.00
233,080027000,Dormitory,1950,,12,3.00
234,080027000,Dormitory,1950,,12,3.00
235,080032000,Apartments 1-10 units,1958,1668,12,1.00
236,080033000,Apartments 1-10 units,1959,1668,12,1.00
237,080034000,Apartments 1-10 units,1959,1658,12,1.00
238,080042000,Office Building,1939,1596,8,1.50
239,080042000,Office Building,1939,1596,8,1.50
240,080045000,Office Building,1920,24156,12,1.00
241,080045000,Office Building,1920,3448,12,2.00
242,090002000,Apartments 11-20 Units,2009,6250,8,2.00
243,090002000,Apartments 11-20 Units,2009,5722,8,2.00
244,090003000,Office Building,1920,4288,10,2.00
245,090003000,Office Building,1920,198,10,1.00
246,090004000,Church,0,13733,,1.00
247,090004000,Church,0,8122,,1.00
248,090005000,Church,1912,3264,20,1.00
249,090005000,Church,1912,3264,20,1.00
250,090008000,Apartments 11-20 Units,1993,15268,8,4.00
251,090011000,Apartments 1-10 units,1960,6862,8,2.00
252,090012000,Church,1958,4211,20,1.00
253,090013000,Office Building,1890,3416,10,2.00
254,090015000,"Library, Public",1965,13054,12,1.00
255,090016000,Group Care Home,1920,18724,10,2.00
256,090016000,Group Care Home,1920,2687,10,1.00
257,090016000,Group Care Home,1920,12222,10,3.00
258,090016000,Group Care Home,1920,20125,10,3.00
259,090018000,Apartments 1-10 units,1987,4614,8,3.00
260,090020000,Apartments 1-10 units,1986,8217,8,3.00
261,090052000,Apartments 1-10 units,1920,,,
262,090056000,Apartments 1-10 units,1940,1318,8,1.80
263,090056000,Apartments 1-10 units,1940,1734,8,1.00
264,090058100,Apartments 1-10 units,1978,,,
265,090060000,Apartments 1-10 units,1973,6072,8,3.00
266,090061000,Apartments 1-10 units,1925,3954,8,2.00
267,090061000,Apartments 1-10 units,1925,43,8,1.00
268,090063000,Apartments over 20 units,1968,7878,8,3.00
269,090063000,Apartments over 20 units,1968,1980,10,1.75
270,090063000,Apartments over 20 units,1968,1420,10,1.50
271,090063000,Apartments over 20 units,1968,7414,8,2.00
272,090066000,Apartments 1-10 units,1960,40440,8,4.00
273,090069000,Apartments 11-20 Units,1994,16392,8,3.00
274,090071000,Apartments 1-10 units,1992,9657,8,4.00
275,090073000,Apartments 1-10 units,1875,,,
276,090074000,Comm. Shopping Ctr.,1979,5778,10,1.00
277,090074000,Comm. Shopping Ctr.,1979,3082,10,2.00
278,090075000,Multiple Commercial Use,1920,8190,12,2.00
279,090075000,Multiple Commercial Use,1920,4551,12,1.00
280,090076000,Retail Store,1895,7782,10,3.00
281,090076000,Retail Store,1895,3964,12,2.00
282,090076000,Retail Store,1895,6687,12,1.00
283,090076000,Retail Store,1895,829,12,1.00
284,090077000,Restaurant,1920,3598,8,2.00
285,090078000,Retail Store,1900,7420,12,2.00
286,090078000,Retail Store,1900,690,12,1.00
287,090078100,Retail Store,1900,1405,12,1.00
288,090078100,Retail Store,1900,2319,12,1.00
289,090078100,Retail Store,1900,1438,12,1.00
290,090080000,Retail Store,1927,10256,10,2.00
291,090081000,Restaurant,1920,9970,12,2.0
292,090082000,Retail Store,1900,7452,12,3.00
293,090082000,Retail Store,1900,1344,12,1.00
294,090083000,Retail Store,1985,8216,12,2.00
295,090085000,Retail Store,1900,4935,12,3.00
296,090085000,Retail Store,1900,1507,12,1.00
297,090086000,Retail Store,1900,2184,12,2.00
298,090086000,Retail Store,1900,288,12,1.00
299,090087000,Retail Store,1900,1728,12,1.00
300,090088000,Restaurant,1900,2600,10,2.00
301,090089000,Office Building,1910,1140,8,2.00
302,090089000,Office Building,1910,336,8,1.00
303,090090000,Retail Store,1920,1928,8,2.00
304,090093000,Apartments over 20 units,1925,63305,11,4
305,090094000,Apartments over 20 units,2007,48066,12,3.00
306,090094000,Apartments over 20 units,2007,48066,12,3.00
307,090094000,Apartments over 20 units,2007,48066,12,3.00
308,090095000,Retail Store,1920,1286,12,2.00
309,090095000,Retail Store,1920,414,12,1.00
310,090096000,Restaurant,1920,1120,12,2.00
311,090096000,Restaurant,1920,1185,12,1.00
312,090097000,Restaurant,1947,3196,12,2.00
313,090097000,Restaurant,1947,401,12,1.00
314,090099000,Retail Store,1973,7457,12,1.00
315,090099000,Retail Store,1973,24800,12,1.00
316,090100000,Retail Store,1932,5160,12,2.00
317,090102000,Bank,1959,3740,12,1.00
318,090104000,Church,1920,,,
319,090105000,Office Building,1926,2246,8,2.00
320,090105000,Office Building,1926,4848,8,3.00
321,090106000,Apartments 1-10 units,1920,3685,8,2.50
322,090119000,Apartments over 20 units,1952,,,
323,090122000,Apartments 1-10 units,1920,,,
324,090123000,Apartments 11-20 Units,1987,5008,12,2.50
325,090128000,Apartments 1-10 units,1961,,,
326,090141000,Office Building,,21681,18,2
327,090143000,Office Building,1903,4600,8,2.50
328,090143000,Office Building,1903,2280,8,2.00
329,090144000,Office Building,1905,11700,12,2.00
330,090144000,Office Building,1905,2031,12,1.00
331,090146000,Apartments 1-10 units,1920,,,
332,090148000,Fraternity\Sorority House,2010,6627,8,2.00
333,090151000,Apartments 1-10 units,1950,1644,8,2.00
334,090153000,Office Building,1895,8025,8,2.50
335,090154000,Office Building,1935,2856,10,2.00
336,090154000,Office Building,1935,1156,10,1.00
337,100001000,Parking Structure,1986,95885,12,5.00
338,100001000,Parking Structure,1986,13584,12,1.00
339,100004000,Restaurant,1972,7870,12,2.00
340,100005000,Restaurant,1920,965,12,1.00
341,100006000,Restaurant,1960,1685,12,1.00
342,100007000,Restaurant,1955,5192,12,2.00
343,100007000,Restaurant,1955,320,12,1.00
344,100008000,Mixed Retail w/Res Units,1965,6615,12,1.00
345,100011000,Apartments over 20 units,1920,3613,12,2.50
346,100012000,Apartments 11-20 Units,1930,11541,8,3.00
347,100016000,Hotel,1966,88916,12,8.00
348,100016000,Hotel,1966,45861,12,3.00
349,100020000,Office Building,1928,6338,50,1.00
350,100020000,Office Building,1928,21732,12,4.00
351,100023000,Apartments 11-20 Units,1997,8976,12,4.00
352,100023000,Apartments 11-20 Units,1997,6732,12,3.00
353,100023000,Apartments 11-20 Units,1997,3390,12,2.50
354,100023000,Apartments 11-20 Units,1997,696,12,1.00
355,100025000,Apartments 1-10 units,1920,2092,12,2.00
356,100025000,Apartments 1-10 units,1920,525,12,1.00
357,100026000,Apartments 1-10 units,1890,6114,10,2.00
358,100027000,Apartments 11-20 Units,1905,3758,10,2.00
359,100027000,Apartments 11-20 Units,1905,3758,10,2.00
360,100027000,Apartments 11-20 Units,1905,3758,10,2.00
361,100029000,Apartments 1-10 units,1875,2234,8,2.00
362,100029000,Apartments 1-10 units,1875,466,8,1.00
363,100032000,Apartments 1-10 units,1920,4360,12,2.50
364,100032000,Apartments 1-10 units,1920,36,12,1.00
365,100033000,Apartments 1-10 units,1920,2448,8,2.00
366,100033000,Apartments 1-10 units,1920,189,8,1.00
367,100037000,Apartments 1-10 units,1982,11130,8,3.00
368,100045000,Office Building,1897,1664,10,2.00
369,100045000,Office Building,1897,153,10,1.00
370,100047000,Office Building,1920,1452,9,2
371,100050000,Restaurant,1920,7081,12,1.00
372,100051000,Office Building,1948,8700,16,1.00
373,100053000,Medical Office,1957,48950,14,1.00
374,100054000,Office Building,1958,6380,12,1.00
375,100055000,Office Building,1824,4650,10,2.50
376,100055000,Office Building,1824,224,10,2.00
377,100055000,Office Building,1824,4650,10,2.50
378,100055000,Office Building,1824,224,10,2.00
379,100056000,Hotel,1999,67780,10,4.00
380,100056000,Hotel,1999,43526,10,4.00
381,100059000,Multiple Commercial Use,1825,4500,10,2.00
382,100059000,Multiple Commercial Use,1825,240,10,1.00
383,100060000,Commercial,0,167708,15,7
384,100063000,Multiple Commercial Use,1926,13229,12,1.00
385,100063000,Multiple Commercial Use,1926,3336,12,1.00
386,100068000,Apartments over 20 units,2016,,,
387,100069000,Office Building,1950,3078,12,2.00
388,100069000,Office Building,1950,3603,12,1.00
389,100069000,Office Building,1950,21582,12,2.00
390,100069L00,Commercial,0,4428,12,2.0
391,100078000,Hotel,1997,55370,10,5.00
392,100081100,Parking Structure,0,,,
393,100083000,Convalescent Hospital,1970,59220,12,5.00
394,100088000,Hospital,1980,110969,12,4.00
395,100091000,Parking Structure,1989,265117,12,5.00
396,100116000,Hospital,1989,861960,12,11.00
397,100116000,Hospital,1989,861960,12,11.00
398,100116000,Hospital,1989,861960,12,11.00
399,100116000,Hospital,1989,861960,12,11.00
400,110001000,Apartments 1-10 units,1925,2916,8,2.00
401,110001000,Apartments 1-10 units,1925,81,8,1.00
402,110001000,Apartments 1-10 units,1925,2916,8,2.00
403,110001000,Apartments 1-10 units,1925,81,8,1.00
404,110001000,Apartments 1-10 units,1925,2916,8,2.00
405,110001000,Apartments 1-10 units,1925,81,8,1.00
406,110001000,Apartments 1-10 units,1925,2916,8,2.00
407,110001000,Apartments 1-10 units,1925,81,8,1.00
408,110004000,Apartments 1-10 units,2015,51793,12,
409,110007000,Apartments over 20 units,2007,17904,8,3.00
410,110007000,Apartments over 20 units,2007,1500,8,2.00
411,110024000,Apartments 1-10 units,1930,2550,8,2.00
412,110026000,Apartments 1-10 units,1910,,,
413,110028000,Office Building,0,,,
414,110028000,Office Building,0,,,
415,110028000,Office Building,0,,,
416,110054000,Apartments 11-20 Units,1984,5823,8,3.00
417,110056000,Apartments 11-20 Units,2000,11296,8,4.00
418,110056000,Apartments 11-20 Units,2000,1416,8,1.00
419,110056000,Apartments 11-20 Units,2000,11296,8,4.00
420,110056000,Apartments 11-20 Units,2000,1534,8,1.00
421,110056000,Apartments 11-20 Units,2000,1416,8,1.00
422,110056000,Apartments 11-20 Units,2000,1534,8,1.00
423,110056000,Apartments 11-20 Units,2000,1416,8,1.00
424,110056000,Apartments 11-20 Units,2000,11296,8,4.00
425,110056000,Apartments 11-20 Units,2000,1534,8,1.00
426,110059000,Apartments 1-10 units,1922,3466,9,2.0
427,110088000,City Club,1959,6320,10,1.00
428,110089000,Apartments 11-20 Units,1950,9918,12,3.00
429,110090000,Apartments over 20 units,1929,8908,12,3.50
430,110090000,Apartments over 20 units,1929,2432,12,4.00
431,110090000,Apartments over 20 units,1929,1978,10,1.00
432,110091000,Apartments 11-20 Units,1928,12856,12,4.00
433,110091000,Apartments 11-20 Units,1928,1802,12,1.00
434,110093000,Dormitory,1972,72118,11,8.00
435,110098000,Hospital,1985,20453,10,1.00
436,110104000,Apartments over 20 units,2010,40440,10,4.00
437,110107000,Medical Office,1989,7204,10,1.00
438,110107000,Medical Office,1989,14496,10,2.00
439,110110000,Office Building,2003,23736,12,3.00
440,110111000,Apartments 1-10 units,1939,7242,8,3.00
441,110112000,Apartments 1-10 units,1894,7520,8,2.50
442,110114000,Office Building,2008,31300,12,5.0
443,110117000,Apartments over 20 units,2001,20282,8,5.00
444,110131000,Medical Office,1970,63180,12,6.00
445,110131000,Medical Office,1970,7350,20,1.00
446,110131000,Medical Office,1970,63180,12,6.00
447,110131000,Medical Office,1970,7350,20,1.00
448,110131000,Medical Office,1970,63180,12,6.00
449,110131000,Medical Office,1970,7350,20,1.00
450,120001000,Classroom  (Elem/2nd Sch),1964,4564,10,2.00
451,120001000,Classroom  (Elem/2nd Sch),1964,1055,10,1.00
452,120001000,Classroom  (Elem/2nd Sch),1964,1554,10,1.50
453,120023000,Church,1956,5325,20,1.00
454,120023000,Church,1956,5768,10,2.00
455,120024000,Office Building,1912,2150,10,2.00
456,120024000,Office Building,1912,459,10,1.00
457,130009000,Church,2012,7680,10,2.00
458,130009000,Church,2012,3975,10,1.00
459,130073000,Church,1966,10500,12,1.00
460,130073000,Church,1966,6596,12,2.00
461,130073000,Church,1966,30678,10,2.00
462,160004000,Apartments 1-10 units,1935,6861,8,3.00
463,160005000,Apartments over 20 units,1961,8242,12,3.00
464,160005000,Apartments over 20 units,1961,8242,12,3.00
465,160005000,Apartments over 20 units,1961,8242,12,3.00
466,160005000,Apartments over 20 units,1961,8242,12,3.00
467,160005000,Apartments over 20 units,1961,8242,12,3.00
468,160009000,Apartments 1-10 units,2007,10428,10,1.00
469,160009000,Apartments 1-10 units,2007,2900,10,1.00
470,160010100,Apartments 1-10 units,1972,8804,8,4.00
471,160012000,Apartments 1-10 units,1970,2919,8,3.00
472,160013100,Apartments 1-10 units,1967,,,
473,160014100,Apartments 1-10 units,1958,2838,8,2.00
474,160022000,Apartments 1-10 units,1952,,,
475,160033000,Apartments 1-10 units,1987,11523,8,3.00
476,160033000,Apartments 1-10 units,1987,888,8,1.00
477,160034000,Apartments 11-20 Units,1984,8374,8,2.00
478,160035000,Apartments 1-10 units,1999,12200,8,2.00
479,160035000,Apartments 1-10 units,1999,6100,12,1.00
480,160036000,Apartments 1-10 units,1950,2808,8,2.00
481,160037000,Apartments over 20 units,2001,50000,9,5.00
482,160038000,Apartments 11-20 Units,1991,23440,8,4.00
483,160038000,Apartments 11-20 Units,1991,300,8,1.00
484,160040000,Apartments 1-10 units,1957,5976,8,3.00
485,160040100,Apartments 1-10 units,1957,,,
486,160040200,Apartments 1-10 units,1957,,,
487,160043000,Apartments 1-10 units,1940,3860,8,2.50
488,160054000,Apartments 11-20 Units,1972,10242,12,3.00
489,160055000,Apartments 1-10 units,1933,5000,8,2.50
490,160055000,Apartments 1-10 units,1933,1386,8,1.00
491,160056000,Apartments 1-10 units,1929,,,
492,160083000,Apartments 1-10 units,1958,3020,8,2.00
493,160089000,Apartments 1-10 units,1926,,,
494,160091100,Apartments 1-10 units,1985,,,
495,160092000,Apartments 1-10 units,0,,,
496,160093000,Apartments over 20 units,1958,5716,8,3.00
497,160093000,Apartments over 20 units,1958,5716,8,3.00
498,160093000,Apartments over 20 units,1958,5716,8,3.00
499,160100000,Apartments over 20 units,1971,38464,8,4.00
500,160101000,Apartments 1-10 units,1984,13113,8,3.00
501,160101000,Apartments 1-10 units,1984,1938,8,2.00
502,160101000,Apartments 1-10 units,1984,350,8,1.00
503,160102000,Apartments over 20 units,1966,30210,8,3.00
504,160103000,Apartments 1-10 units,1964,5276,8,2.00
505,160106000,Apartments 11-20 Units,1950,2338,8,2.00
506,160106000,Apartments 11-20 Units,1950,101,8,1.00
507,160108000,Apartments 11-20 Units,1958,6064,8,2.00
508,160109000,Apartments 11-20 Units,1950,2892,8,2.00
509,160111000,Apartments 11-20 Units,1988,7012,8,2.00
510,160111000,Apartments 11-20 Units,1988,176,8,1.00
511,160114000,Apartments 11-20 Units,2005,39300,9,3.00
512,160119000,Apartments 11-20 Units,1968,3714,8,2.00
513,160123000,Apartments 1-10 units,1947,,,
514,160124000,Apartments 1-10 units,1952,3268,8,2.00
515,160124000,Apartments 1-10 units,1952,77,8,1.00
516,160129C00,Condominium Commercial,1966,,,
517,160129D00,Condominium Commercial,1966,,,
518,170009101,Apartments 1-10 units,1960,2003,8,1.00
519,170009110,Apartments 1-10 units,1933,3424,10,2.00
520,170009120,Apartments 1-10 units,1992,2200,8,2.00
521,170009120,Apartments 1-10 units,1992,600,8,1.00
522,170009130,Apartments 1-10 units,1960,1908,8,1.00
523,170009400,Apartments 1-10 units,1991,2200,8,2.00
524,170009400,Apartments 1-10 units,1991,600,8,1.00
525,170038000,Laundromat,1974,2300,12,1.00
526,170039000,Neighborhood Shopping Ctr.,1967,8797,12,1.00
